Avatar,id,Animation,Rating
man,22,TouchBody,0.604016881838426
man,23,TouchBody,1.3845844906916445
man,24,TouchBody,6.702668940732944
man,25,TouchBody,1.2255576203620973
man,26,TouchBody,0.4415825314108746
man,27,TouchBody,1.8842766524418384
man,28,TouchBody,2.957181531603428
man,29,TouchBody,0.6161997498926319
man,30,TouchBody,1.4598586001197331
man,31,TouchBody,6.958988277395895
robot,1,TouchBody,1.432549792065562
robot,2,TouchBody,0.3819772414461976
robot,3,TouchBody,8.116413345143435
robot,4,TouchBody,4.614026823362604
robot,5,TouchBody,0.7347089997641458
robot,6,TouchBody,3.4944173608908713
robot,7,TouchBody,5.789266046712894
robot,8,TouchBody,2.308133285384345
robot,9,TouchBody,1.5674069529186387
robot,10,TouchBody,0.5518199193180645
robot,11,TouchBody,1.428348417140077
robot,12,TouchBody,2.3830737057761877
robot,13,TouchBody,0.9092963993256266
robot,14,TouchBody,0.5478505302017636
robot,15,TouchBody,0.5491113194254277
robot,16,TouchBody,6.636833111709594
robot,17,TouchBody,1.4264942690809124
robot,18,TouchBody,2.9366455393650455
robot,19,TouchBody,3.1097775720752345
robot,20,TouchBody,6.1509932858785685
robot,21,TouchBody,5.99299139588549
robot,22,TouchBody,0.6797508214041089
robot,23,TouchBody,0.7002191721675136
robot,24,TouchBody,3.384125331210051
robot,25,TouchBody,1.2128252437295364
robot,26,TouchBody,0.5512833766856541
robot,27,TouchBody,1.677160404405932
robot,28,TouchBody,1.5421063426779766
robot,29,TouchBody,0.6627629589965724
robot,30,TouchBody,1.5423879785422732
robot,31,TouchBody,4.006725898565547
woman,1,TouchBody,1.1747867792654638
woman,2,TouchBody,0.5050906570932656
woman,3,TouchBody,5.200545452443789
woman,4,TouchBody,6.812709915677785
woman,5,TouchBody,1.0959030612158376
woman,6,TouchBody,2.1337374570347287
woman,7,TouchBody,10.379330775156973
woman,8,TouchBody,5.442044155685741
woman,9,TouchBody,1.38850350065455
woman,10,TouchBody,0.6926752141315344
woman,11,TouchBody,3.051568035017521
woman,12,TouchBody,5.735201302335308
woman,13,TouchBody,2.480411607915663
woman,14,TouchBody,4.612673710774379
woman,15,TouchBody,0.7646003139759252
woman,16,TouchBody,4.9348059194729075
woman,17,TouchBody,3.106137047610572
woman,18,TouchBody,1.5604259750915688
woman,19,TouchBody,3.856220344745687
woman,20,TouchBody,3.574935935934598
woman,21,TouchBody,0.9601395155402734
woman,22,TouchBody,0.697257930643513
woman,23,TouchBody,0.9248401021495952
woman,24,TouchBody,5.944891837766761
woman,25,TouchBody,1.25229001020111
woman,26,TouchBody,0.955092955753012
woman,27,TouchBody,2.317743325444076
woman,28,TouchBody,3.822170086316062
woman,29,TouchBody,0.3208672629236014
woman,30,TouchBody,0.9851647995169502
woman,31,TouchBody,5.371141887950909
man,1,TouchFace,0.6447035127162862
man,2,TouchFace,0.9681042230045852
man,3,TouchFace,6.074169233228735
man,4,TouchFace,1.692726607580203
man,5,TouchFace,1.793422473036572
man,6,TouchFace,6.0022212609303125
man,7,TouchFace,1.359978164884844
man,8,TouchFace,1.8738737286257816
man,9,TouchFace,2.444016716216589
man,10,TouchFace,1.4828709411582406
man,11,TouchFace,8.069837921221358
man,12,TouchFace,0.5947158558114264
man,13,TouchFace,4.0581651378069665
man,14,TouchFace,1.33691829639977
man,15,TouchFace,1.457970407699005
man,16,TouchFace,2.0048447896429056
man,17,TouchFace,2.14863149891738
man,18,TouchFace,5.861489908170205
man,19,TouchFace,2.987679146841415
man,20,TouchFace,4.691776732274216
man,21,TouchFace,4.0900071238093245
man,22,TouchFace,2.646338237829672
man,23,TouchFace,1.9598907213154964
man,24,TouchFace,5.776859497897538
man,25,TouchFace,1.602283079657279
man,26,TouchFace,1.345888588644213
man,27,TouchFace,1.128914635640753
man,28,TouchFace,6.402915830016434
man,29,TouchFace,1.2693485833946854
man,30,TouchFace,0.6756614327650383
man,31,TouchFace,10.412013261523196
robot,1,TouchFace,2.2137424775750465
robot,2,TouchFace,1.4411435467828169
robot,3,TouchFace,5.920604113877921
robot,4,TouchFace,1.9258940042507984
robot,5,TouchFace,1.7243405200409128
robot,6,TouchFace,3.411044366780299
robot,7,TouchFace,12.669571083111768
robot,8,TouchFace,1.9353981866020225
robot,9,TouchFace,3.2887703603101817
robot,10,TouchFace,1.4013201974365834
robot,11,TouchFace,1.3859179565918007
robot,12,TouchFace,1.372928914953275
robot,13,TouchFace,1.3031136848332574
robot,14,TouchFace,0.497485277306406
robot,15,TouchFace,1.0677687571604275
robot,16,TouchFace,5.794728876234752
robot,17,TouchFace,2.1835411956078903
robot,18,TouchFace,1.5176673136019485
robot,19,TouchFace,1.2104227727421977
robot,20,TouchFace,4.963636632192566
robot,21,TouchFace,6.810718776547756
robot,22,TouchFace,1.0098530002494503
robot,23,TouchFace,0.2527740264117917
robot,24,TouchFace,8.648889367046545
robot,25,TouchFace,1.4708366075006838
robot,26,TouchFace,0.926438635768611
robot,27,TouchFace,1.991593758548904
robot,28,TouchFace,2.6330003997211455
robot,29,TouchFace,0.6876359784534699
robot,30,TouchFace,2.496932672306534
robot,31,TouchFace,7.425780368379669
woman,1,TouchFace,0.6276466005363349
woman,2,TouchFace,0.4846146419185024
woman,3,TouchFace,2.654913804171528
woman,4,TouchFace,2.0029232645177344
woman,5,TouchFace,0.5897230507995971
woman,6,TouchFace,6.273231109888812
woman,7,TouchFace,12.116169117879098
woman,8,TouchFace,3.6476151798347263
woman,9,TouchFace,1.85490785910903
woman,10,TouchFace,0.6887572305620665
woman,11,TouchFace,2.5726676802503476
woman,12,TouchFace,2.3922006573225127
woman,13,TouchFace,1.6580036694174212
woman,14,TouchFace,1.0187564784647392
woman,15,TouchFace,3.404225816220694
woman,16,TouchFace,1.5346107726363158
woman,17,TouchFace,0.7350976814516147
woman,18,TouchFace,2.037524800333636
woman,19,TouchFace,1.253427997065659
woman,20,TouchFace,2.578396366703156
woman,21,TouchFace,0.9090175161115752
woman,22,TouchFace,1.222005290103605
woman,23,TouchFace,2.9197641515339883
woman,24,TouchFace,5.7174650311543145
woman,25,TouchFace,1.6798040505056635
woman,26,TouchFace,1.0185675575611683
woman,27,TouchFace,1.706122547278889
woman,28,TouchFace,1.4711796203135652
woman,29,TouchFace,0.6405595581010373
woman,30,TouchFace,2.4160273222026216
woman,31,TouchFace,1.0365791737814296
